"ident","type_aeroport","name","municipality","latitude_deg","longitude_deg","elevation_ft","Piste","Longueur_de_piste","Type_de_piste","Observations","wikipedia_link","fret"
"EGPJ","small_airport","Fife Airport","","56.183300","-3.220280","339","45444","2296","Asphalt/","","","4736"
"EGPK","medium_airport","Glasgow Prestwick Airport","Glasgow","55.509399","-4.586670","65","2-20 12-30","6253/9800","ASP/PEM","","http://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport","13277"
"EGPL","medium_airport","Benbecula Airport","Balivanich","57.481098","-7.362780","19","6-24 17-35","6027/3963","ASP/ASP","","http://en.wikipedia.org/wiki/Benbecula_Airport","13676"
"EGPM","medium_airport","Scatsta Airport","Shetland Islands","60.432800","-1.296110","103","45444","4462","ASP/","","http://en.wikipedia.org/wiki/Scatsta_Airport","13701"
"EGPN","medium_airport","Dundee Airport","Dundee","56.452499","-3.025830","17","46631","4593","ASP/","","http://en.wikipedia.org/wiki/Dundee_Airport","13642"
"EGPO","medium_airport","Stornoway Airport","Stornoway","58.215599","-6.331110","26","6-24 18-36","3281/7218","ASP/ASP","","http://en.wikipedia.org/wiki/Stornoway_Airport","13969"
"EGPR","medium_airport","Barra Airport","Eoligarry","57.022800","-7.443060","5","7-25 11-29 15-33","262122312776","SAND"," TIDAL/SAND"," TIDAL/SAND"," TIDAL/","","http://en.wikipedia.org/wiki/Barra_Airport_(Scotland)","13554"
"EGPS","heliport","Peterhead Heliport","Peterhead","57.517799","-1.861390","150","47027","1640","Concrete/","","","4675"
"EGPT","small_airport","Perth/Scone Airport","Perth","56.439201","-3.372220","397","3-21 9-27 15-33","2798/1998/2034","Asphalt/Asphalt/Grass","","","4594"
"EGPU","medium_airport","Tiree Airport","Balemartine","56.499199","-6.869170","38","5-23 11-29 17-35","4600/2690/2598","ASP/ASP/CON","","http://en.wikipedia.org/wiki/Tiree_Airport","13334"
"EGPW","small_airport","Baltasound Airfield","Shetland Islands","60.747200","-0.853850","2","","","","","","5276"
"EGPY","small_airport","Dounreay/Thurso Airport","Thurso","58.583900","-3.726940","22","44652","3300","C/","","","4317"
"EGQB","small_airport","Ballykelly Airport","Ballykelly","55.060299","-7.020280","85","46235","2500","Asphalt/","","http://en.wikipedia.org/wiki/RAF_Ballykelly","4535"
"EGQK","medium_airport","RAF Kinloss","Kinloss","57.649399","-3.560640","22","45839","7582","ASP/","","http://en.wikipedia.org/wiki/RAF_Kinloss","13318"
"EGQL","medium_airport","RAF Leuchars","St. Andrews","56.372898","-2.868440","38","4-22 8-26","4803/8491","ASP/ASP","","http://en.wikipedia.org/wiki/RAF_Leuchars","12916"
"EGQS","medium_airport","RAF Lossiemouth","Lossiemouth","57.705200","-3.339170","42","5-23 10-28","9091/6066","ASP/ASP/","","http://en.wikipedia.org/wiki/RAF_Lossiemouth","13604"
"EGSA","small_airport","Shipdham Airfield","East Dereham","52.629398","0.928056","210","43862","2828","UNK/","","http://en.wikipedia.org/wiki/RAF_Shipdham","4022"
"EGSB","closed","Castle Mill Airfield","Bedford","52.143299","-0.406111","154","","","","","","5409"
"EGSC","medium_airport","Cambridge Airport","Cambridge","52.205002","0.175000","47","5-23 05G-23G 10-28","6444/2949/2293","ASP/GRS/GRS","","http://en.wikipedia.org/wiki/Cambridge_Airport","13694"
"EGSD","heliport","Great Yarmouth - North Denes Heliport","Great Yarmouth","52.634399","1.722780","6","10-28 18-36","1574/1181","Grass/Grass","","http://en.wikipedia.org/wiki/Great_Yarmouth_-_North_Denes_Airport","4318"
"EGSF","small_airport","Peterborough Business Airport","Conington","52.468102","-0.251111","26","10-28 16-34","3238/2625","ASP/ASP","","http://en.wikipedia.org/wiki/Peterborough_Business_Airport","4474"
"EGSG","small_airport","Stapleford Aerodrome","Stapleford Tawney","51.652500","0.155833","183","03L-21R 03R-21L 10-28","2952/3533/2152","Grass/Grass Asphalt Insert/Grass","","http://en.wikipedia.org/wiki/Stapleford_Aerodrome","4770"
"EGSH","large_airport","Norwich International Airport","Norwich","52.675800","1.282780","117","4-22 9-27","4154/6043","ASP/Concrete Asphalt","","http://en.wikipedia.org/wiki/Norwich_International_Airport","103923"
"EGSI","small_airport","Mashland Airfield","Wisbech","52.640485","0.291835","-6","44256","2624","Grass/","","","4514"
"EGSJ","small_airport","Seething Airfield","Seething","52.511101","1.417220","130","45444","2624","UNK/","","http://en.wikipedia.org/wiki/Seething_Airfield","4593"
"EGSK","closed","RAF Hethel","Hethel","52.562801","1.173330","0","","","","","http://en.wikipedia.org/wiki/RAF_Hethel","4386"
"EGSL","small_airport","Andrewsfield Airport","Braintree","51.895000","0.449167","286","09L-27R 09R-27L","2621/2621","Grass/Grass","","http://en.wikipedia.org/wiki/Andrewsfield_Airport","4724"
"EGSM","small_airport","Beccles Airport","Beccles","52.435299","1.618330","80","46631","3169","Concrete Grass","","http://en.wikipedia.org/wiki/Beccles_Airport","4536"
"EGSN","small_airport","Bourn Airport","Cambridge","52.210602","-0.042500","226","6-24 18-36","1864/2077","Asphalt/Asphalt","","http://en.wikipedia.org/wiki/Bourn_Airport","4734"
"EGSO","small_airport","Crowfield Airfield","Stowmarket","52.171101","1.111110","201","13-31","2520","Grass/","","http://en.wikipedia.org/wiki/Crowfield_Airfield","4489"
"EGSP","small_airport","Peterborough/Sibson Airport","Peterborough","52.555801","-0.386389","130","6-24 15-33","3067/1807","Grass/Grass","","http://en.wikipedia.org/wiki/Peterborough/Sibson_Airport","4579"
"EGSQ","small_airport","Clacton Airport","Clacton-on-Sea","51.785000","1.130000","37","18-36","1961","Grass/","","http://en.wikipedia.org/wiki/Clacton_Airport","4699"
"EGSR","small_airport","Earls Colne Airfield","Earles Colne","51.914398","0.682500","226","06L-24R 06R-24L","3080/2552","Grass/Asphalt","","http://en.wikipedia.org/wiki/Earls_Colne_Airfield","4640"
"EGSS","large_airport","London Stansted Airport","London","51.884998","0.235000","348","44652","10003","ASP/","","http://en.wikipedia.org/wiki/London_Stansted_Airport","103575"
"EGST","small_airport","Elmsett Airport","Hadleigh","52.077202","0.977500","246","45047","2920","Grass/","","","4021"
"EGSU","medium_airport","Duxford Airport","Duxford","52.090801","0.131944","125","6-24 06L-24R","4750/2887","ASP/GRS","","http://en.wikipedia.org/wiki/Duxford_Aerodrome","13822"
"EGSV","small_airport","Old Buckenham Airport","Old Buckenham","52.497501","1.051940","185","2-20 7-25 07L-25R","1404/2618/1335","Grass/Asphalt/Grass","","http://en.wikipedia.org/wiki/Old_Buckenham_Airport","4855"
"EGSW","small_airport","Newmarket Heath Airfield","Newmarket","52.241901","0.370556","100","","","","","http://en.wikipedia.org/wiki/RAF_Newmarket","4292"
"EGSX","small_airport","North Weald Airport","North Weald Bassett","51.721699","0.154167","321","2-20 13-31","6332/3005","ASP/ASP","","http://en.wikipedia.org/wiki/North_Weald_Airfield","4922"
"EGSY","heliport","Sheffield City Heliport","Sheffield","53.394299","-1.388490","231","47027","3973","ASP/","","http://en.wikipedia.org/wiki/Sheffield_City_Airport_%26amp%3B_Heliport","4500"
"EGTA","small_airport","Aylesbury/Thame Airport","Aylesbury","51.775799","-0.940278","289","45444","3280","Grass/","","","4610"
"EGTB","small_airport","Wycombe Air Park","High Wycombe","51.611698","-0.808333","515","6-24 06G-24G 17-35","2411/2001/2280","ASP/GRS/GRS","","http://en.wikipedia.org/wiki/Wycombe_Air_Park","4666"
"EGTC","medium_airport","Cranfield Airport","Cranfield","52.072201","-0.616667","358","3-21 18-36","5902/2033","ASP/ASP","","http://en.wikipedia.org/wiki/Cranfield_Airport","13204"
"EGTD","small_airport","Dunsfold Aerodrome","Dunsfold","51.117199","-0.535833","172","45839","6168","ASP/","","http://en.wikipedia.org/wiki/Dunsfold_Aerodrome","4544"
"EGTE","large_airport","Exeter International Airport","Exeter","50.734402","-3.413890","102","8-26 13-31","6811/4393","ASP/ASP","","http://en.wikipedia.org/wiki/Exeter_International_Airport","104165"
"EGTF","small_airport","Fairoaks Airport","Woking","51.348099","-0.558889","80","45444","2667","asphalt/","","http://en.wikipedia.org/wiki/Fairoaks_Airport","4518"
"EGTG","medium_airport","Bristol Filton Airport","Bristol","51.519402","-2.590830","226","46631","8094","CON/","","http://en.wikipedia.org/wiki/Bristol_Filton_Airport","12957"
"EGTH","small_airport","Old Warden Airfield","Old Warden","52.083401","-0.316667","110","43862","2621","Grass/","","","4776"
"EGTI","closed","Leavesden Aerodrome","Watford","51.689201","-0.420556","335","","","","","","4727"
"EGTK","medium_airport","Oxford (Kidlington) Airport","Kidlington","51.836899","-1.320000","270","1-19 3-21 9-27 11-29","5007/2887/2887/2490","ASP/GRS/GRS/ASP","","http://en.wikipedia.org/wiki/Oxford_Airport","13861"
"EGTO","small_airport","Rochester Airport","Rochester","51.351898","0.503333","436","02L-20R 02R-20L 16-34","2713/2264/3159","Grass/Grass/Grass","","http://en.wikipedia.org/wiki/Rochester_Airport_%28England%29","4503"
"EGTP","small_airport","Perranporth Airfield","Perranporth","50.331699","-5.177500","330","1-19 5-23 9-27","2054/3084/2461","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/Perranporth_Airfield","4378"
"EGTR","small_airport","Elstree Airfield","Watford","51.655800","-0.325833","332","46235","2135","Asphalt/","","","4416"
"EGTU","small_airport","Dunkeswell Airport","Dunkeswell","50.860001","-3.234720","850","4-22 9-27 17-35","3176/2845/3159","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/Dunkeswell_Aerodrome","4530"
"EGTW","small_airport","Oaksey Park Airport","Malmesbury","51.632198","-2.014720","250","4-22 17-35","2788/2575","Grass/Grass","","","5007"
"EGUA","closed","RAF Upper Heyford","Upper Heyford","51.937500","-1.248890","436","","","","","http://en.wikipedia.org/wiki/RAF_Upper_Heyford","4868"
"EGUB","medium_airport","RAF Benson","Benson","51.616402","-1.095830","226","1-19 6-24","5981/4782","ASP/ASP","","http://en.wikipedia.org/wiki/RAF_Benson","13652"
"EGUD","small_airport","RAF Abingdon","Abingdon","51.690300","-1.316670","259","8-26 18-36","3500/5911","Asphalt/Asphalt","","http://en.wikipedia.org/wiki/RAF_Abingdon","4707"
"EGUK","small_airport","Waterbeach Airfield","Waterbeach","52.281742","0.184532","19","","","","","http://en.wikipedia.org/wiki/RAF_Waterbeach","4138"
"EGUL","large_airport","RAF Lakenheath","Lakenheath","52.409302","0.561000","32","45047","8998","PEM/","","http://en.wikipedia.org/wiki/RAF_Lakenheath","103737"
"EGUN","large_airport","RAF Mildenhall","Mildenhall","52.361900","0.486406","33","47027","9213","PEM/","","http://en.wikipedia.org/wiki/RAF_Mildenhall","103247"
"EGUO","small_airport","Colerne Airport","Colerne","51.439098","-2.286390","593","1-19 7-25","3593/5459","ASP/ASP","","http://en.wikipedia.org/wiki/Colerne_Airfield","4625"
"EGUP","small_airport","RAF Sculthorpe","Fakeham","52.846699","0.766389","213","6-24 13-31 18-36","8999/6001/6001","Concrete/Concrete/Concrete/","","http://en.wikipedia.org/wiki/RAF_Sculthorpe","4263"
"EGUT","closed","RAF Tangmere","Tangmere","50.845833","-0.706389","41","","","","","http://en.wikipedia.org/wiki/RAF_Tangmere","4605"
"EGUV","closed","RAF Thorney Island","West Thorney","50.816048","-0.920034","12","","","","","http://en.wikipedia.org/wiki/RAF_Thorney_Island","4716"
"EGUW","medium_airport","RAF Wattisham","Stowmarket","52.127300","0.956264","284","45047","7953","ASP/","","http://en.wikipedia.org/wiki/RAF_Wattisham","13595"
"EGUY","medium_airport","RAF Wyton","St. Ives","52.357201","-0.107833","135","8-26 08G-26G 08H-28H 15-33","8255/2621/1365/2500","ASP/GRS/ASP/ASP/","","http://en.wikipedia.org/wiki/RAF_Wyton","13587"
"EGVA","large_airport","RAF Fairford","Fairford","51.682201","-1.790030","286","46631","9994","ASP/","","http://en.wikipedia.org/wiki/RAF_Fairford","103486"
"EGVF","heliport","Fleetlands Heliport","Gosport","50.835300","-1.169170","3","","","","","","4469"
"EGVG","closed","RAF Woodbridge","Woodbridge","52.090000","1.405830","95","","","","","http://en.wikipedia.org/wiki/RAF_Woodbridge","4295"
"EGVJ","closed","RAF Bentwaters","Woodbridge","52.127499","1.434720","85","","","","","http://en.wikipedia.org/wiki/RAF_Bentwaters","4894"
"EGVN","large_airport","RAF Brize Norton","Brize Norton","51.750000","-1.583620","288","45839","10007","ASP/","","http://en.wikipedia.org/wiki/RAF_Brize_Norton","103312"
"EGVO","medium_airport","RAF Odiham","Odiham","51.234100","-0.942825","405","46631","6030","ASP/","","http://en.wikipedia.org/wiki/RAF_Odiham","13440"
"EGVP","small_airport","Middle Wallop Airfield","Middle Wallop","51.139400","-1.568610","297","9-27 17-35","3596/3874","Grass/Grass","","","4337"
"EGVT","small_airport","Wethersfield Airport","Wethersfield","51.971901","0.509444","322","","","","","http://en.wikipedia.org/wiki/RAF_Wethersfield","4886"
"EGWA","heliport","Andover Airfield","Andover","51.207905","-1.528237","249","","","","","http://en.wikipedia.org/wiki/RAF_Andover","4280"
"EGWC","medium_airport","DCAE Cosford Airport","Cosford","52.639999","-2.305580","272","45444","3890","ASP/","","http://en.wikipedia.org/wiki/DCAE_Cosford","13437"
"EGWE","small_airport","RAF Henlow","Henlow","52.018200","-0.303850","206","2-20 09L-27R 09R-27L 13-31","3146/2500/3169/2620","Grass/Grass/Grass/Grass","","http://en.wikipedia.org/wiki/RAF_Henlow","4712"
"EGWN","small_airport","RAF Halton","Halton","51.790699","-0.737972","370","2-20 7-25","3077/2786","Grass/Grass","","http://en.wikipedia.org/wiki/RAF_Halton","4599"
"EGWU","medium_airport","RAF Northolt","London","51.553001","-0.418167","124","45839","5545","ASP/","","http://en.wikipedia.org/wiki/RAF_Northolt","14043"
"EGWZ","closed","RAF Alconbury","Huntingdon","52.374401","-0.219722","157","","","","","http://en.wikipedia.org/wiki/RAF_Alconbury","4884"
"EGXA","closed","RAF Manby","Manby","53.361111","0.086111","50","","","","","","4717"
"EGXB","closed","Binbrook Airfield","Grimsby","53.446701","-0.210000","0","","","","","http://en.wikipedia.org/wiki/RAF_Binbrook","4932"
"EGXC","medium_airport","RAF Coningsby","Coningsby","53.092999","-0.166014","25","45839","9003","CON/","","http://en.wikipedia.org/wiki/RAF_Coningsby","13806"
"EGXD","medium_airport","RAF Dishforth","Dishforth","54.137199","-1.420250","117","10-28 15-33","4469/6096","ASP/ASP","","http://en.wikipedia.org/wiki/RAF_Dishforth","13651"
"EGXE","medium_airport","Leeming Airport","Leeming","54.292400","-1.535400","132","16-34","7516","ASP/","","","13552"
"EGXG","medium_airport","RAF Church Fenton","Church Fenton","53.834301","-1.195500","29","6-24 16-34","6158/5466","ASP/ASP","","http://en.wikipedia.org/wiki/RAF_Church_Fenton","14149"
"EGXH","medium_airport","RAF Honington","Thetford","52.342602","0.772939","174","46631","9012","ASP/","","http://en.wikipedia.org/wiki/RAF_Honington","13223"
"EGXJ","medium_airport","RAF Cottesmore","Cottesmore","52.735699","-0.648769","461","44652","9004","ASP/","","http://en.wikipedia.org/wiki/RAF_Cottesmore","13558"
"EGXN","closed","RAF Newton","","52.966400","-0.989444","180","","","","","http://en.wikipedia.org/wiki/RAF_Newton","4503"
"EGXP","medium_airport","RAF Scampton","Scampton","53.307800","-0.550833","202","44652","8990","ASP/","","http://en.wikipedia.org/wiki/RAF_Scampton","13624"
"EGXQ","closed","RAF Lindholme Airport","Doncaster","53.549999","-0.967000","20","","","","","http://en.wikipedia.org/wiki/RAF_Lindholme","4604"
"EGXS","closed","RAF Swinderby","Swinderby","53.149700","-0.682222","69","","","","","http://en.wikipedia.org/wiki/RAF_Swinderby","4408"
"EGXT","medium_airport","RAF Wittering","Wittering","52.612598","-0.476453","273","45839","9052","ASP/","","http://en.wikipedia.org/wiki/RAF_Wittering","13952"
"EGXU","medium_airport","RAF Linton-On-Ouse","Linton-On-Ouse","54.048901","-1.252750","53","3-21 10-28","6020/4394","ASP/ASP","","http://en.wikipedia.org/wiki/RAF_Linton-on-Ouse","13367"
"EGXV","small_airport","RAF Leconfield","Leconfield","53.875801","-0.435000","36","","","","","","4423"
"EGXW","medium_airport","RAF Waddington","Waddington","53.166199","-0.523811","231","43862","9642","ASP/","","http://en.wikipedia.org/wiki/RAF_Waddington","13303"
"EGXY","small_airport","RAF Syerston","Newark","53.022800","-0.911111","228","6-24 11-29 15-33","5994/4239/4419","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/RAF_Syerston","4682"
"EGXZ","medium_airport","RAF Topcliffe","Topcliffe","54.205502","-1.382090","92","2-20 13-31","5948/4088","ASP/ASP","","http://en.wikipedia.org/wiki/RAF_Topcliffe","13950"
"EGYC","closed","RAF Coltishall","Norwich","52.754700","1.357220","66","44652","7500","Asphalt/","","http://en.wikipedia.org/wiki/RAF_Coltishall","4156"
"EGYD","medium_airport","RAF Cranwell","Cranwell","53.030300","-0.483242","218","1-19 8-26 08R-26L","4803/6831/2354","ASP/ASP/GRS","","http://en.wikipedia.org/wiki/RAF_Cranwell","13614"
"EGYE","medium_airport","RAF Barkston Heath","Grantham","52.962200","-0.561625","367","6-24 10-28 18-36","5722/4193/2608","ASP/ASP/ASP","","http://en.wikipedia.org/wiki/RAF_Barkston_Heath","13676"
"EGYI","closed","Strubby Airfield","Strubby","53.307750","0.167370","46","","","","","http://en.wikipedia.org/wiki/RAF_Strubby","4627"
"EGYM","medium_airport","RAF Marham","Marham","52.648399","0.550692","75","1-19 5-23","6116/9131","CON/ASP","","http://en.wikipedia.org/wiki/RAF_Marham","13545"
"EGYP","medium_airport","Mount Pleasant Airport","Mount Pleasant","-51.822800","-58.447201","244","5-23 10-28","5003/8497","ASP/ASP","","http://en.wikipedia.org/wiki/RAF_Mount_Pleasant","13582"
"EGZT","Small_airport","Papa Stour","","60.321701","-1.693060","76","","","","","","3557"
"EHAL","small_airport","Ameland Airport","Ameland","53.451698","5.677220","11","46235","2920","Grass/","","http://en.wikipedia.org/wiki/Ameland_Airport","4672"
"EHAM","large_airport","Amsterdam Airport Schiphol","Amsterdam","52.308601","4.763890","-11","4-22 6-24 9-27 18C-36C 18L-36R 18R-36L","6627/11283/11329/10000/00000/00000/","ASP/ASP/ASP/ASP/ASP/ASP/","","http://en.wikipedia.org/wiki/Amsterdam_Schiphol_Airport","169035"
"EHBD","medium_airport","Budel Airport","Weert","51.255299","5.601390","114","3-21 03G-21G","3934/1969","ASP/grass","","http://en.wikipedia.org/wiki/Kempen_Airport","13539"
"EHBK","large_airport","Maastricht Aachen Airport","Maastricht","50.911701","5.770140","375","44256","9022","ASP/","","http://en.wikipedia.org/wiki/Maastricht_Aachen_Airport","103442"
"EHDL","medium_airport","Deelen Air Base","Arnhem","52.060600","5.873060","158","43862","9678","PEM/","","http://en.wikipedia.org/wiki/Deelen_Air_Base","13409"
"EHDP","medium_airport","De Peel Air Base","Venray","51.517300","5.855720","98","45444","9768","paved/","","http://en.wikipedia.org/wiki/De_Peel_Air_Base","13426"
"EHDR","small_airport","Drachten Airport","Drachten","53.119202","6.129720","14","45839","2395","CON/","","http://en.wikipedia.org/wiki/Drachten_Airfield","5121"
"EHDS","small_airport","Aero Club Salland","Lemelerveld","52.468333","6.333333","10","","","","","http://nl.wikipedia.org/wiki/Aero_Club_Salland","4865"
"EHEH","large_airport","Eindhoven Airport","Eindhoven","51.450100","5.374530","74","44256","9843","ASP/","","http://en.wikipedia.org/wiki/Eindhoven_Airport","103637"
"EHGG","medium_airport","Eelde Airport","Groningen","53.119701","6.579440","17","1-19 5-23","4922/8202","ASP/ASP","","http://en.wikipedia.org/wiki/Groningen_Airport_Eelde","14002"
"EHGR","medium_airport","Gilze Rijen Air Base","Breda","51.567402","4.931830","49","2-20 10-28","6549/9081","ASP/ASP","","http://en.wikipedia.org/wiki/Gilze-Rijen_Air_Base","13535"
"EHHA","heliport","Amsterdam Heliport","Amsterdam","52.414625","4.804802","1","","","","","http://en.wikipedia.org/wiki/Amsterdam_Heliport","4678"
"EHHO","small_airport","Hoogeveen Airport","Hoogeveen","52.730801","6.516110","40","46631","3904","Grass/","","http://en.wikipedia.org/wiki/Hoogeveen_Airport","4930"
"EHHV","small_airport","Hilversum Airport","Hilversum","52.191898","5.146940","3","7-25 12-30 18-36","1969/2165/2297","grass/grass/grass","","http://en.wikipedia.org/wiki/Hilversum_Airport","4666"
"EHKD","medium_airport","De Kooy Airport","Den Helder","52.923401","4.780620","3","44256","4183","CON/","","http://en.wikipedia.org/wiki/De_Kooy","13595"
"EHLE","medium_airport","Lelystad Airport","Lelystad","52.460300","5.527220","-13","5-23 05L-23R","8858/4495","ASPH/grass/","","http://en.wikipedia.org/wiki/Lelystad_Airport","13864"
"EHLW","medium_airport","Leeuwarden Air Base","Leeuwarden","53.228600","5.760560","3","5-23 9-27","8045/6562","ASP/ASP/","","http://en.wikipedia.org/wiki/Leeuwarden_Air_Base","13963"
"EHMC","heliport","Air Operations Control Station Nieuw Milligen","Nieuw Milligen","52.223173","5.767822","171","","","","","http://en.wikipedia.org/wiki/Air_Operations_Control_Station_Nieuw-Milligen","4704"
"EHMZ","small_airport","Midden-Zeeland Airport","Middelburg","51.512199","3.731110","6","46631","3281","grass/","","http://en.wikipedia.org/wiki/Midden-Zeeland_Airport","4346"
"EHOW","small_airport","Oostwold Airport","","53.209758","7.036519","3","45444","2625","Asphalt/","","http://nl.wikipedia.org/wiki/Vliegveld_Oostwold","4380"
"EHRD","medium_airport","Rotterdam Airport","Rotterdam","51.956902","4.437220","-15","45444","7218","ASP/","","http://en.wikipedia.org/wiki/Rotterdam_Airport","437"
"EHSB","closed","Soesterberg Air Base","Soesterberg","52.127300","5.276190","66","46631","10089","ASP/","","http://en.wikipedia.org/wiki/Soesterberg_Air_Base","4741"
"EHSE","small_airport","Seppe Airport","Hoeven","51.554699","4.552500","30","45444","2723","ASPH/","","http://en.wikipedia.org/wiki/Seppe_Airport","4922"
"EHST","small_airport","Stadskanaal Airport","Stadskanaal","52.998600","7.022780","14","45444","1639","grass/","","http://en.wikipedia.org/wiki/Stadskanaal_Airfield","4642"
"EHTE","small_airport","Teuge Airport","Deventer","52.244701","6.046670","17","3-21 8-26","2297/3934","grass/ASPH","","http://en.wikipedia.org/wiki/Teuge_Airport","4883"
"EHTL","small_airport","Terlet Airport","Terlet","52.057201","5.924440","276","04C-22C 04L-22R 04R-22L 12-30 14L-32R 14R-32L","4101/4000/4100/3600/0000/0000","grass/grass/grass/grass/grass/grass","","http://en.wikipedia.org/wiki/Terlet_Airfield","4832"
"EHTP","heliport","Maasvlakte Heliport","Rotterdam","51.959400","4.090000","3","","","","","http://en.wikipedia.org/wiki/Maasvlakte_Heliport","4516"
"EHTW","medium_airport","Twenthe Airport","Enschede","52.270000","6.874170","114","5-23 11-29","9801/6558","ASP/Demo'd asphalt/","","http://en.wikipedia.org/wiki/Enschede_Airport_Twente","13908"
"EHTX","small_airport","Texel Airport","Texel","53.115299","4.833610","2","3-21 12-30","3637/2041","grass/grass","","http://en.wikipedia.org/wiki/Texel_International_Airport","4902"
"EHVB","closed","Valkenburg Naval Air Base","Leiden","52.166100","4.417940","1","5-23 16-34","8006/4920","ASP/ASP","","http://en.wikipedia.org/wiki/Valkenburg_Naval_Air_Base","4470"
"EHVK","medium_airport","Volkel Air Base","Uden","51.656399","5.708610","72","06L-24R 06R-24L","9922/9931","ASP/ASP/","","http://en.wikipedia.org/wiki/Volkel_Air_Base","13719"
"EHVL","heliport","Vlieland Heliport","Vlieland","53.296665","5.085833","37","","","","","http://en.wikipedia.org/wiki/Vlieland_Heliport","4009"
"EHWO","medium_airport","Woensdrecht Air Base","Bergen Op Zoom","51.449100","4.342030","63","45839","8015","ASP/","","http://en.wikipedia.org/wiki/Woensdrecht_Air_Base","13633"
"EHYP","heliport","IJmuiden Heliport","IJmuiden","52.469799","4.593300","1","","","","","http://en.wikipedia.org/wiki/IJmuiden_Heliport","4749"
"EIAB","small_airport","Abbeyshrule Aerodrome","Abbeyshrule","53.591702","-7.645560","195","47027","2034","Bituminous/","","http://en.wikipedia.org/wiki/Abbeyshrule_Aerodrome","4139"
"EIBA","small_airport","Ballyboughal Aerodrome","Fingal","53.533699","-6.246070","180","","","","","http://en.wikipedia.org/wiki/Ballyboughal_Aerodrome","4309"
"EIBB","small_airport","Brittas Bay Airport","Brittas Bay","52.851101","-6.076640","50","","","","","","4380"
"EIBN","small_airport","Bantry Aerodrome","Bantry","51.668598","-9.484170","7","45839","1279","Bituminous/","","http://en.wikipedia.org/wiki/Bantry_Aerodrome","5164"
"EIBR","small_airport","Birr Aerodrome","Birr","53.070599","-7.898330","250","36-18 NE-SW","1870/300","Grass/UNK","","http://en.wikipedia.org/wiki/Birr_Aerodrome","4396"
"EIBT","small_airport","Belmullet Aerodrome","Belmullet","54.222801","-10.030800","150","45839","1476","GRASS/","","http://en.wikipedia.org/wiki/Belmullet_Aerodrome","5126"
"EICA","small_airport","Connemara Regional Airport","Inverin","53.230301","-9.467780","70","45047","1968","UNK/","","http://en.wikipedia.org/wiki/Aerfort_na_Minna","4959"
"EICB","small_airport","Castlebar Airport","Castlebar","53.848400","-9.280370","0","","","","","","4230"
"EICD","small_airport","Castlebridge Airport","Wexford","52.333332","-6.466667","79","","","","","","5013"
"EICK","large_airport","Cork Airport","Cork","51.841301","-8.491110","502","7-25 16-34","4298/6998","PEM/ASP","","http://en.wikipedia.org/wiki/Cork_Airport","70790"
"EICL","small_airport","Clonbullogue Aerodrome","Clonbullogue","53.249657","-7.122746","240","46631","2526","Grass/","","http://en.wikipedia.org/wiki/Clonbullogue_Aerodrome","4268"
"EICM","medium_airport","Galway Airport","Galway","53.300201","-8.941590","81","46235","4003","ASP/","","http://en.wikipedia.org/wiki/Galway_Airport","13449"
"EICN","small_airport","Coonagh Aerodrome","Limerick","52.666500","-8.681830","6","47027","1375","UNK/","","","4110"
"EICS","small_airport","Castleforbes Airport","Castleforbes","53.778301","-7.835280","150","","","","","","5183"
"EIDL","medium_airport","Donegal Airport","Donegal","55.044201","-8.341000","30","44256","4908","BIT/","","http://en.wikipedia.org/wiki/Donegal_Airport","13910"
"EIDW","large_airport","Dublin Airport","Dublin","53.421299","-6.270070","242","10L-28R 10R-28L 11-29 16-34","10203/8652/4393/6700","CON/ASPH/ASP/ASP","","http://en.wikipedia.org/wiki/Dublin_Airport","137175"
"EIER","small_airport","Erinagh Airport","Nenagh","52.812500","-8.282222","155","45444","1968","Grass/","","","4396"
"EIFR","heliport","Finner Camp Heliport","Ballyshannon","54.492730","-8.240910","107","8-26 H1","1466/65","ASP/ASP","","","4739"
"EIGM","closed","Gormanston Aerodrome","Gormanston","53.634800","-6.227700","69","","","","","http://en.wikipedia.org/wiki/Gormanston_Aerodrome","4410"
"EIGN","small_airport","Gowran Grange Aerodrome","Swordlestown","53.178600","-6.635280","489","","","","","","4378"
"EIHN","small_airport","Hacketstown Aerodrome","Hacketstown","52.855000","-6.547220","610","16-34","375","UNK/","","","4847"
"EIIH","heliport","Midland Heliport","Abbeyleix","52.892223","-7.262778","614","18-36","1312","Grass/","","","4682"
"EIIM","small_airport","Inishmore Aerodrome","Inis Mer","53.106701","-9.653610","24","14-32","520","UNK/","","http://en.wikipedia.org/wiki/Inishmore_Aerodrome","4858"
"EIIR","small_airport","Inisheer Aerodrome","Inis Oerr","53.064701","-9.510900","40","13-31","1706","UNK/","","","4051"
"EIKH","small_airport","Kildare Aerodrome","Kilrush","53.063599","-6.855280","260","1-19 11-29","1988/1804","Grass/Grass","","","4867"
"EIKI","closed","Killenaule Airport","Killenaule","52.632999","-7.633000","680","","","","","","4850"
"EIKK","small_airport","Kilkenny Airport","Kilkenny","52.650799","-7.296110","319","46631","3051","Grass/","","http://en.wikipedia.org/wiki/Kilkenny_Airport","4267"
