"ident","type_aeroport","name","municipality","latitude_deg","longitude_deg","elevation_ft","Piste","Longueur_de_piste","Type_de_piste","Observations","wikipedia_link","fret"
"VTPY","small_airport","Khunan Phumipol Airport","","17.234200","99.057899","492","45047","4899","ASP/","","","4488"
"VTSA","small_airport","Khoun Khan Airport","","6.661400","100.080002","18","17-35","3609","ASP/","","","4441"
"VTSB","medium_airport","Surat Thani Airport","Surat Thani","9.132600","99.135597","20","44652","9843","ASP/","","http://en.wikipedia.org/wiki/Surat_Thani_Airport","13381"
"VTSC","medium_airport","Narathiwat Airport","","6.519920","101.742996","16","43862","8202","ASP/","","http://en.wikipedia.org/wiki/Narathiwat_Airport","13450"
"VTSE","medium_airport","Chumphon Airport","","10.711200","99.361702","18","45444","6890","ASP/","","","14119"
"VTSF","medium_airport","Nakhon Si Thammarat Airport","Nakhon Si Thammarat","8.539620","99.944702","13","43466","6890","ASP/","","http://en.wikipedia.org/wiki/Nakhon_Si_Thammarat_Airport","13879"
"VTSG","medium_airport","Krabi Airport","Krabi","8.099120","98.986198","82","14-32","9842","ASP/","","http://en.wikipedia.org/wiki/Krabi_Airport","13415"
"VTSH","medium_airport","Songkhla Airport","","7.186560","100.608002","12","13-31","4954","ASP/","","","13782"
"VTSK","medium_airport","Pattani Airport","","6.785460","101.153999","8","46235","4593","ASP/","","","13626"
"VTSM","medium_airport","Samui Airport","Na Thon (Ko Samui Island)","9.547790","100.061997","64","17-35","6759","ASP/","","http://en.wikipedia.org/wiki/Samui_Airport","13447"
"VTSN","medium_airport","Cha Ian Airport","","8.471150","99.955597","44","18-36","7546","ASP/","","http://en.wikipedia.org/wiki/Cha_Eian_Airport","13648"
"VTSP","medium_airport","Phuket International Airport","Phuket","8.113200","98.316902","82","46631","9843","ASP/","","http://en.wikipedia.org/wiki/Phuket_International_Airport","110427"
"VTSR","medium_airport","Ranong Airport","","9.777620","98.585503","57","43862","6562","CON/","","http://en.wikipedia.org/wiki/Ranong_Airport","14101"
"VTSS","medium_airport","Hat Yai International Airport","Hat Yai","6.933210","100.392998","90","46235","10007","ASP/","","http://en.wikipedia.org/wiki/Hat_Yai_International_Airport","13529"
"VTST","medium_airport","Trang Airport","","7.508740","99.616600","67","46235","6890","ASP/","","http://en.wikipedia.org/wiki/Trang_Airport","13391"
"VTUD","medium_airport","Udon Thani Airport","Udon Thani","17.386400","102.788002","579","11293","10000","ASP/","","http://en.wikipedia.org/wiki/Udon_Thani_International_Airport","13684"
"VTUI","medium_airport","Sakon Nakhon Airport","","17.195101","104.119003","529","45047","8530","ASP/","","http://en.wikipedia.org/wiki/Sakon_Nakhon_Airport","13271"
"VTUJ","medium_airport","Surin Airport","","14.868300","103.498001","478","43466","5053","ASP/","","","13453"
"VTUK","medium_airport","Khon Kaen Airport","Khon Kaen","16.466600","102.783997","670","44256","10007","ASP/","","http://en.wikipedia.org/wiki/Khon_Kaen_Airport","13468"
"VTUL","medium_airport","Loei Airport","","17.439100","101.722000","860","43466","6890","ASP/","","http://en.wikipedia.org/wiki/Loei_Airport","13699"
"VTUN","small_airport","Khorat Airport","","14.934500","102.079002","729","45444","9843","CON/","","http://en.wikipedia.org/wiki/Korat_Royal_Thai_Air_Force_Base","4791"
"VTUO","medium_airport","Buri Ram Airport","","15.229500","103.252998","590","44652","6890","ASP/","","http://en.wikipedia.org/wiki/Buriram_Airport","13641"
"VTUQ","medium_airport","Nakhon Ratchasima Airport","","14.949500","102.313004","765","45444","6890","ASP/","","http://en.wikipedia.org/wiki/Nakhon_Ratchasima_Airport","13723"
"VTUR","small_airport","Rob Muang Airport","","16.070400","103.646004","459","17-35","3125","ASP/","","","4500"
"VTUU","medium_airport","Ubon Ratchathani Airport","Ubon Ratchathani","15.251300","104.870003","406","45047","9848","ASP/","","http://en.wikipedia.org/wiki/Ubon_Ratchathani_Airport","13622"
"VTUV","medium_airport","Roi Et Airport","","16.116800","103.774002","451","18-36","6890","ASP/","","http://en.wikipedia.org/wiki/Roi_Et_Airport","13527"
"VTUW","medium_airport","Nakhon Phanom Airport","","17.383801","104.642998","587","15-33","8203","ASP/","","http://en.wikipedia.org/wiki/Nakhon_Phanom_Airport","13809"
"VTUZ","small_airport","Nam Phung Dam Airport","Khon Kaen","16.652201","102.967003","0","43466","10359","CON/","","","4678"
"VV01","small_airport","Bai Thuong Airport","Sao Vang","19.902800","105.470001","377","","","","","","4560"
"VV02","small_airport","Bien Hoa Air Base","Bien Hoa","10.976700","106.818001","79","09L-27R 09R-27L","1002010007","CON/CON","","http://en.wikipedia.org/wiki/Bien_Hoa_Air_Base","4383"
"VV03","small_airport","Haiphong Kien An Airport","Hai Phong","20.803400","106.605003","50","45047","8200","ASP/","","","5000"
"VVBM","medium_airport","Buon Ma Thuot Airport","Buon Ma Thuot","12.668300","108.120003","1729","46631","9843","ASP/","","http://en.wikipedia.org/wiki/Buon_Ma_Thuot_Airport","13478"
"VVCA","small_airport","Chu Lai International Airport","Dung Quat Bay","15.403300","108.706001","10","14-32","10007","ASP/","","http://en.wikipedia.org/wiki/Chu_Lai_International_Airport","4677"
"VVCI","medium_airport","Cat Bi International Airport","Haiphong","20.819401","106.724999","6","45839","10007","ASP/","","http://en.wikipedia.org/wiki/Cat_Bi_Airport","13470"
"VVCL","small_airport","Cam Ly Airport","","11.950284","108.411005","4937","","","","","http://en.wikipedia.org/wiki/Cam_Ly_Airport","4713"
"VVCM","medium_airport","Ce Mau Airport","Ca Mau City","9.177667","105.177778","6","46631","4921","ASP/","","http://en.wikipedia.org/wiki/C%C3%A0_Mau_Airport","13376"
"VVCR","medium_airport","Cam Ranh Airport","Nha Trang","11.998200","109.219002","40","02L-20R 02R-20L","1000010000","CON/CON","","http://en.wikipedia.org/wiki/Cam_Ranh_Airport","14067"
"VVCS","medium_airport","Co Ong Airport","Con Ong","8.731830","106.633003","20","47423","6004","ASP/","","http://en.wikipedia.org/wiki/Co_Ong_Airport","14536"
"VVCT","medium_airport","Tre Nec Airport","Can Tho","10.085100","105.711998","9","45444","9843","ASP/","","http://en.wikipedia.org/wiki/Tra_Noc_Airport","13742"
"VVDB","medium_airport","Dien Bien Phu Airport","Dien Bien Phu","21.397499","103.008003","1611","17-35","7874","CON/","","http://en.wikipedia.org/wiki/Dien_Bien_Phu_Airport","13641"
"VVDL","small_airport","Lien Khuong Airport","Dalat","11.750000","108.366997","3156","46631","10663","ASP/","","","4483"
"VVDN","large_airport","Da Nang International Airport","Da Nang","16.043900","108.198998","33","17L-35R 17R-35L","1148310000","ASP/ASP","","http://en.wikipedia.org/wiki/Da_Nang_International_Airport","160230"
"VVGL","medium_airport","Gia Lam Air Base","Hanoi","21.040501","105.886002","50","43862","6571","ASP/","","http://en.wikipedia.org/wiki/Gia_Lam_Airbase","13480"
"VVKP","small_airport","Kep Air Base","Kep","21.394600","106.261002","55","45839","7230","ASP/","","","4267"
"VVNB","large_airport","Noi Bai International Airport","Hanoi","21.221201","105.806999","39","11L-29R 11R-29L","1049912466","ASP/CON","","http://en.wikipedia.org/wiki/Noi_Bai_International_Airport","60205"
"VVNS","small_airport","Na-San Airport","Son-La","21.216999","104.032997","2133","11293","7874","UNK/","","","4859"
"VVNT","medium_airport","Nha Trang Air Base","Nha Trang","12.227500","109.192001","20","11293","6400","ASP/","","http://en.wikipedia.org/wiki/Nha_Trang_Air_Base","13463"
"VVPB","medium_airport","Phu Bai Airport","Hue","16.401501","107.703003","48","46631","8775","ASP/","","http://en.wikipedia.org/wiki/Phu_Bai_Airport","13975"
"VVPC","medium_airport","Phu Cat Airport","Quy Nohn","13.955000","109.042000","80","15-33","10010","CON/","","http://en.wikipedia.org/wiki/Ph%C3%B9_C%C3%A1t_Airport","13805"
"VVPK","medium_airport","Pleiku Airport","Pleiku","14.004500","108.016998","2434","46631","7874","ASP/","","http://en.wikipedia.org/wiki/Pleiku_Air_Base","13294"
"VVPQ","medium_airport","Phu Quoc Airport","Duong Dong","10.227000","103.967003","23","47027","9843","ASP/","","http://en.wikipedia.org/wiki/Duong_Dong_Airport","13941"
"VVPR","small_airport","Phan Rang Airport","Phan Rang","11.633500","108.952004","101","44652","9990","CON/","","","4453"
"VVPT","small_airport","Phan Thiet Airport","Phan Thiet","10.906400","108.069000","0","","","","","","4505"
"VVRG","medium_airport","Rach Gia Airport","Rach Gia","9.958030","105.132380","7","46235","4921","ASP/","","http://en.wikipedia.org/wiki/Rach_Gia_Airport","13330"
"VVTH","medium_airport","Dong Tac Airport","Tuy Hoa","13.049600","109.334000","20","2-20 3-21 03R-21L","2770/9520/9300","ASP/CON/CON","","http://en.wikipedia.org/wiki/%C4%90%C3%B4ng_T%C3%A1c_(Tuy_Hoa)_Airport","13173"
"VVTS","large_airport","Tan Son Nhat International Airport","Ho Chi Minh City","10.818800","106.652000","33","07L-25R 07R-25L","1000712468","CON/CON","","http://en.wikipedia.org/wiki/Tan_Son_Nhat_International_Airport","104205"
"VVTX","small_airport","Tho Xuan","Thanh Hoa","19.901667","105.467778","59","13-31","10499","ASP/","","","4783"
"VVVH","medium_airport","Vinh Airport","Vinh","18.737600","105.670998","23","17-35","7875","ASP/","","http://en.wikipedia.org/wiki/Vinh_Airport","13782"
"VVVT","small_airport","Vung Tau Airport","Vung Tau","10.372500","107.095001","13","","","","","","4615"
"VY02","small_airport","New Magway Airport","Magway","20.153601","94.968697","279","43466","8500","CON/","","","4825"
"VY03","small_airport","Toungkomei Airport","Taungkamet","11.149400","98.735901","92","","","","","","4340"
"VYAN","small_airport","Ann Airport","Aeng","19.769199","94.026100","74","18-36","8500","CON/","","","4772"
"VYAS","small_airport","Anisakan Airport","Anisakan","21.955400","96.406097","3000","44256","10020","CON/","","","5054"
"VYBG","small_airport","Bagan Airport","Nyaung U","21.178801","94.930199","312","18-36","8500","ASP/","","http://en.wikipedia.org/wiki/Nyaung_U_Airport","4706"
"VYBM","small_airport","Banmaw Airport","Banmaw","24.268999","97.246201","370","15-33","5502","BIT/","","http://en.wikipedia.org/wiki/Banmaw_Airport","4523"
"VYBP","small_airport","Bokpyinn Airport","Bokpyinn","11.267000","98.766998","100","17-35","10024","CON/","","","4760"
"VYCI","small_airport","Coco Island Airport","Coco Island","14.141500","93.368500","20","43466","4443","BIT/","","","4277"
"VYCZ","small_airport","Chanmyathazi Airport","Mandalay","21.940500","96.089600","252","43466","6500","ASP/","","http://en.wikipedia.org/wiki/Mandalay_Chanmyathazi_Airport","4571"
"VYDW","medium_airport","Dawei Airport","Dawei","14.103900","98.203598","84","16-34","7005","CON/","","http://en.wikipedia.org/wiki/Dawei_Airport","13503"
"VYEL","small_airport","Naypyidaw Airport","Pyinmana","19.623501","96.200996","302","16-34","12000","CON/","","http://en.wikipedia.org/wiki/Naypyidaw_Airport","4426"
"VYGG","small_airport","Gangaw Airport","Gangaw","22.174700","94.134399","200","","","","","","5046"
"VYGW","small_airport","Gwa Airport","Gwa","17.600000","94.583298","10","","","","","","4791"
"VYHB","small_airport","Hmawbi Air Base","Hmawbi","17.116699","96.066704","69","","","","","","4479"
"VYHH","medium_airport","Heho Airport","Heho","20.747000","96.792000","3858","","","","","http://en.wikipedia.org/wiki/Heho_Airport","13659"
"VYHL","small_airport","Hommalinn Airport","Hommalinn","24.899599","94.914001","534","16-34","11970","CON/","","","4440"
"VYHN","small_airport","Tilin Airport","Tilin","21.700001","94.099998","1385","","","","","","4380"
"VYKG","medium_airport","Kengtung Airport","Kengtung","21.301600","99.636002","2798","11293","7815","ASP/","","http://en.wikipedia.org/wiki/Kengtung_Airport","13518"
"VYKI","small_airport","Kanti Airport","Kanti","25.988300","95.674400","6000","","","","","","4682"
"VYKL","small_airport","Kalay Airport","Kalemyo","23.188801","94.051102","499","46631","5502","BIT/","","","4704"
"VYKP","medium_airport","Kyaukpyu Airport","Kyaukpyu","19.426399","93.534798","20","18-36","4600","BIT/","","http://en.wikipedia.org/wiki/Kyaukpyu_Airport","13860"
"VYKT","medium_airport","Kawthoung Airport","Kawthoung","10.049300","98.538002","180","43862","6000","ASP/","","http://en.wikipedia.org/wiki/Kawthaung_Airport","14098"
"VYKU","small_airport","Kyauktu Airport","Kyauktu","21.400000","94.133301","1250","","","","","","4744"
"VYLK","medium_airport","Loikaw Airport","Loikaw","19.691500","97.214798","2940","43466","5200","BIT/","","http://en.wikipedia.org/wiki/Loikaw_Airport","13437"
"VYLN","small_airport","Lonekin Airport","Lonekin","25.650000","96.366997","1010","","","","","","4773"
"VYLS","medium_airport","Lashio Airport","Lashio","22.977900","97.752197","2450","43466","5285","BIT/","","http://en.wikipedia.org/wiki/Lashio_Airport","14055"
"VYLY","small_airport","Lanywa Airport","Lanywa","20.940399","94.822601","175","18-36","3821","BIT/","","","4753"
"VYMD","large_airport","Mandalay International Airport","Mandalay","21.702200","95.977898","300","17-35","14003","CON/","","http://en.wikipedia.org/wiki/Mandalay_International_Airport","103744"
"VYME","medium_airport","Myeik Airport","Mkeik","12.439800","98.621498","75","18-36","8795","ASP/","","http://en.wikipedia.org/wiki/Myeik_Airport","13146"
"VYMH","small_airport","Mong Hpayak Airport","Mong Hpayak","20.833000","99.949997","1700","","","","","","4246"
"VYMI","small_airport","Mongyai Airport","Mongyai","22.483000","98.032997","2900","","","","","","4629"
"VYMK","medium_airport","Myitkyina Airport","Myitkyina","25.383600","97.351898","475","44652","6100","BIT/","","http://en.wikipedia.org/wiki/Mtwara_Airport","13306"
"VYML","medium_airport","Meiktila Air Base","Meiktila","20.886400","95.892792","699","","","","","","13862"
"VYMM","small_airport","Mawlamyine Airport","Mawlamyine","16.444700","97.660698","52","44652","5260","BIT/","","http://en.wikipedia.org/wiki/Mawlamyaing_Airport","4325"
"VYMN","small_airport","Manaung Airport","Manaung","18.845800","93.688904","102","","","","","","5001"
"VYMO","medium_airport","Momeik Airport","","23.092501","96.645302","600","11293","4498","BIT/","","","13500"
"VYMP","small_airport","Mongpyin Airport","Mongpyin","21.350000","99.032997","1516","","","","","","4473"
"VYMS","medium_airport","Mong Hsat Airport","Mong Hsat","20.516800","99.256798","1875","11293","5000","BIT/","","http://en.wikipedia.org/wiki/Monghsat_Airport","13770"
"VYMT","small_airport","Mong Tong Airport","Mong Tong","20.296700","98.898903","1840","","","","","","4691"
"VYMU","small_airport","Myauk U Airport","Myauk U","20.566999","93.199997","60","","","","","","4555"
"VYMW","small_airport","Magway Airport","Magway","20.165600","94.941399","279","","","","","","4396"
"VYMY","small_airport","Monywar Airport","Monywar","22.233000","95.116997","298","18-36","8530","ASP/","","","4953"
"VYNM","small_airport","Naungmom Airport","Naungmom","27.511300","97.817001","2200","","","","","","5052"
"VYNP","medium_airport","Nampong Air Base","Myitkyina","25.354401","97.295197","459","18-36","11025","ASP/","","http://en.wikipedia.org/wiki/Nampong_Air_Force_Base","13509"
"VYNS","medium_airport","Namsang Airport","Namsang","20.890499","97.735901","3100","44256","12005","CON/","","","13542"
"VYNT","small_airport","Namtu Airport","Namtu","23.083000","97.383003","2000","","","","","","4446"
"VYPA","small_airport","Hpa-N Airport","Hpa-N","16.893700","97.674599","150","44256","4502","BIT/","","","4898"
"VYPB","small_airport","Phonngbyin Airport","Phonngbyin","24.250000","94.782997","300","","","","","","4366"
"VYPE","small_airport","Paletwa Airport","Paletwa","21.299999","92.917000","60","","","","","","4825"
"VYPI","small_airport","Pearl Island Airport","Pearl Island","11.283000","98.199997","5","","","","","","4636"
"VYPK","small_airport","Pauk Airport","Pauk","21.449200","94.486900","249","","","","","","4639"
"VYPL","small_airport","Pinlebu Airport","Pinlebu","24.083000","95.366997","830","","","","","","4631"
